Facility Code,Facility UID,State Unique ID,Registration No,Alternate Name,Start Date,Ownership,Ownership Type,Facility Level,Facility Level Option,Days of Operation,Hours of Operation,State,LGA,Ward,Physical Location,Postal Address,Longitude,Latitude,Phone Number,Alternate Number,Email Address,Website,Operational Status,Registration Status,License Status,Out Patient Services,In Patient Services,Medical Services,Surgical Services,Obsterics and Gynecology Services,Pediatrics Services,Dental Services,Specific Clinical Services,Total number of Beds,Onsite Laboratory,Onsite Imaging,Onsite Pharmacy,Mortuary Services,Ambulance Services,Number of Doctors,Number of Pharmacists,Number Pharmacy Technicians,Number of Dentists,Number of Dental Technicians,Number of Nurses,Number of Midwifes,Number of Nurses/Midwifes,Number of Lab Technicians,Number of Lab Scientits,Health Records/HIM Officers,Number of Community Health Officer,Number of Community Health Extension Worker,Number of Junior Com Health Extension Worker,Number of Environmental Health Officers,Number of Health Attendant/Assistant:
04/17/1/1/2/0054,25244689,25244689,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Onitsha North,Omagba 2,Klm3 Enugu/ Onitsha Express,,6.82142,6.14969,0803-554-3690,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",7,,,,,No,1,0,0,0,0,0,0,5,1,0,,0,2,1,0,1
04/17/1/1/1/0068,21977106,21977106,,,2019-05-06,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",08am-06pm,Anambra,Onitsha North,Umuaroli 2,Church of Divine Love Premises Old Cemetary Road,,6.79475,6.14125,0803-751-0277,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization",1,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
04/17/1/2/2/0067,30084106,30084106,,,1985-03-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Onitsha North,Umuaroli 2,13 Chukwura st,,6.80613,6.15365,0909-091-6529,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Maternal and newborn care",10,No,No,No,No,No,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,7
04/17/1/2/2/0009,77593161,77593161,,,2000-03-06,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Onitsha North,Umudei 13,18 Agba St,,6.78577,6.15213,0703-233-4512,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,,9,,,,,No,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,2
04/17/1/2/2/0064,27333676,27333676,,,2016-03-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Onitsha North,Umudei 13,20 Agba St,,6.78238,6.15183,0803-383-7488,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",10,No,No,No,No,No,1,9,1,0,0,2,1,1,1,8,0,0,0,0,0,3
04/17/1/2/1/0001,84519982,84519982,,,1962-03-05,Public,Local Government,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Onitsha North,Umudei 13,Awka road Onitsha,,6.79183,6.15466,0803-576-4862,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Communicable Diseases, Hepatitis, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",86,Yes,Yes,Yes,Yes,Yes,21,4,4,3,5,0,0,47,3,12,1,15,22,0,0,14
04/17/1/1/2/0029,63088567,63088567,,,2019-10-19,Public,Local Government,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hes,Anambra,Onitsha North,Water Works 14,11 Ekwerekwu st,,6.80747,6.15262,0803-734-9393,,,,Operational,Registered,Licensed,,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Communicable Diseases, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",5,,,,,No,0,0,0,0,0,0,0,2,0,0,,0,2,1,0,0
04/17/1/2/2/0065,24126212,24126212,,,1990-05-10,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Onitsha North,Water Works 14,43 Awka Road Onitsha,,6.80751,6.14803,0803-774-9479,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Communicable Diseases",8,No,No,No,No,No,1,0,0,0,0,2,0,2,1,0,0,0,3,0,0,3
04/17/1/1/2/0055,37367235,37367235,,,2004-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",08am-06pm,Anambra,Onitsha North,Water Works 14,74 Awka Road,,6.80173,6.15137,,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",0,,,,,No,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
04/17/1/1/2/0056,82503403,82503403,,,1991-05-03,Public,Local Government,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Onitsha North,Water Works 14,10c Osuma st,,6.80825,6.14929,0807-180-7974,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",50,,,,,No,5,0,0,0,0,0,0,4,1,4,0,0,2,0,0,20
04/08/1/2/2/0001,26011193,26011193,,,2000-10-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Onitsha North,Water Works 14,59 Awka rd,,6.81048,6.14665,0703-289-5076,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Communicable Diseases, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",8,,,,,No,1,0,0,0,0,2,0,2,2,1,1,0,0,1,0,6
04/17/1/2/2/0071,81434249,81434249,,,2002-07-07,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 hours,Anambra,Onitsha North,Woliwo 15,"10A  New Cemetry road ,Onitsha north",,6.79192,6.14531,0802-333-0223,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,,12,No,No,Yes,No,No,4,0,2,0,0,0,0,4,2,0,3,0,9,0,0,4
04/17/1/1/2/0034,43973166,43973166,,,2000-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Anambra,Onitsha North,Woliwo 15,42 New Cemetary RD,,6.80294,6.14131,0803-742-0523,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",9,,,,,No,2,0,0,0,0,0,4,1,1,0,0,0,0,0,0,10
04/17/1/2/2/0016,59087633,59087633,,,1998-10-07,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",08-06pm,Anambra,Onitsha North,Woliwo 15,Insiide Our Lady of Fatima Church Wolowo,,6.79161,6.13815,0803-690-4034,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",0,,,,,No,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2
04/17/1/1/2/0019,74653857,74653857,,,2013-03-06,Public,State Government,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Onitsha North,Woliwo 15,Queen Of The Rosary College Premises/ Oguta Road,,6.79173,6.13866,0703-755-4198,,,,Operational,Registered,Licensed,Yes,,,,,,,Non Communicable Diseases,3,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
04/17/1/1/2/0057,83569345,83569345,,,1975-12-03,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Onitsha North,Woliwo 15,Onitsha/Asaba express road,,6.78330,6.16670,0816-179-8587,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Accidents and Emergency, Nutrition, Maternal and newborn care, Scanning",98,Yes,Yes,Yes,Yes,No,15,3,5,2,3,3,5,18,7,4,5,0,8,15,0,25
04/18/1/1/2/0001,13309825,13309825,,,1990-11-15,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Anambra,Onitsha South,Bridge Head ward 2,"Plot C 6 , Housing Estate Onitsha",,6.78226,6.12849,0806-299-5579,,favourcglobal@gmail.com,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Child Survival, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",50,,,Yes,,No,4,3,,4,,4,,12,,2,3,,7,,,5
04/18/1/1/1/0008,83239795,83239795,,,2001-11-13,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",9 hrs,Anambra,Onitsha South,Bridge Head ward 2,Inside Recreation Club,,6.78163,6.12919,0806-339-9008,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, Non Communicable Diseases, Family Planning, Communicable Diseases, Health Education and Community Mobilization",1,,,,,No,,,,,,,,,,,,,2,,,1
04/18/1/1/1/0007,16259019,16259019,,,2016-11-15,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",9hours,Anambra,Onitsha South,Bridge Head ward 3,Inside Queen of Peace cathoilc church,,6.78503,6.12907,0806-553-0542,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, Non Communicable Diseases, Family Planning, Communicable Diseases, Nutrition, Health Education and Community Mobilization",1,,,,,No,,,,,,,,,,,,,2,,,1
04/18/1/2/2/0029,30593583,30593583,,,1999-12-05,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Anambra,Onitsha South,Fegge 5,No 9 Nkuruma street fegge,,6.78151,6.13544,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Non Communicable Diseases, Family Planning, Health Education and Community Mobilization",6,No,No,No,No,No,1,,1,,,2,,,,,,,,,,
04/18/1/2/2/0005,69164212,69164212,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Anambra,Onitsha South,Fegge 5,No 6 Onyiuke street  Fegge,,6.77282,6.13722,0803-894-9285,,,,Operational,Registered,Licensed,,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",10,Yes,,Yes,,No,2,,,,,3,,3,,1,,,,,,
04/18/1/1/2/0012,16260192,16260192,,,1984-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Anambra,Onitsha South,Fegge 5,No 7 Bishops herry\ Miss Elems Street Fegge,,6.77899,6.13761,0803-340-1580,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Child Survival, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",12,Yes,,Yes,,No,2,,1,,,9,,3,1,1,,,,,,2
04/18/1/1/1/0016,50887732,50887732,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Onitsha South,Fegge 5,Inside St John Anglican church,,6.76972,6.13577,0703-032-9467,,,,Operational,Registered,Licensed,,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Communicable Diseases, Hepatitis, Nutrition, Health Education and Community Mobilization",7,,,,,No,1,,,1,,,,3,,,,,1,,,1
04/18/1/1/2/0017,76281611,76281611,,,2000-11-06,Private,For Profit,Secondary,Primary Health Clinic,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Onitsha South,Fegge 5,,,6.78013,6.13661,0806-322-6269,,,,Operational,Unknown,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Non Communicable Diseases, Communicable Diseases, Health Education and Community Mobilization",7,,,,,No,,,,,,,,2,,,,,4,,,2
04/18/1/2/2/0002,81376735,81376735,,,2020-01-22,Private,For Profit,Secondary,,,24 hours,Anambra,Onitsha South,Fegge 6,"No 23 Ziks Avenue, fegge",,6.782541,6.132313,0803-347-8924,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",8,Yes,,Yes,,No,2,,2,,,3,2,1,3,2,2,0,,,0,
04/18/1/2/2/0021,12818897,12818897,,,2019-09-11,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Onitsha South,Fegge 6,No 3 Arondizu ogu street Fegge,,6.776245,6.1395570,0806-389-7516,,osmichael2@yahoo.com,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Non Communicable Diseases, Communicable Diseases, Child Survival, Nutrition",4,Yes,No,Yes,No,No,1,,,,,,,,1,,,,,,,2
04/18/1/1/1/0019,73181845,73181845,,,2003-12-02,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 hours,Anambra,Onitsha South,Fegge 6,No 177 Port Harcourt Rd fegge,,6.781491,6.132340,0803-676-2185,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, Non Communicable Diseases, Hepatitis, Child Survival, Nutrition, Health Education and Community Mobilization",15,Yes,No,Yes,No,No,2,,1,,,1,,1,1,,1,,2,1,,3
04/18/1/1/1/0014,21176558,21176558,,,2000-01-01,Public,Local Government,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10 Hours,Anambra,Onitsha South,Fegge 6,"Inside  St dominic Catholic Church ,Fegge",,6.77937,6.14006,0803-752-1926,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, Non Communicable Diseases, Family Planning, Health Education and Community Mobilization",1,,,,,No,,,,,,,,1,,,,,1,,,
04/18/1/1/1/0019,34545755,34545755,,,2001-11-13,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",9hrs,Anambra,Onitsha South,Fegge 7,Inside St Jude catholic churcuh,,6.78768,6.13206,0803-701-2434,,,,Operational,Registered,Licensed,,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Child Survival, Nutrition, Health Education and Community Mobilization",1,No,No,No,No,No,,,,,,,,1,,,,,2,,,
04/18/1/1/1/0017,48384236,48384236,,,2001-12-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Onitsha South,Fegge 7,"Inside St Monicas AnglicanChurch,Woliwo,Onitsha South LGA",,6.76992,6.13808,0808-556-4855,,obidi4vivi@gmail.com,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Child Survival, Nutrition, Health Education and Community Mobilization",3,,,,,No,1,,,1,,,,2,,,1,,2,,,11
04/18/1/2/2/0025,74222289,74222289,,,2000-12-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 hours,Anambra,Onitsha South,Fegge 7,No R91 Port Harcourt Rd Fegge,,6.786628,6.132087,0803-321-5564,,okolieifeanyipo@yahoo.com,,Operational,,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, Tuberculosis, Non Communicable Diseases, Hepatitis, Nutrition, Health Education and Community Mobilization",6,No,No,No,No,No,2,,,,1,,,1,,,,,3,,2,1
04/18/1/1/2/0002,70216954,70216954,,,1984-03-02,Private,For Profit,Primary,Primary Health Clinic,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Onitsha South,Fegge ward 1,No 16 Oraukwu street fegge,,6.78151,6.13544,0803-795-8981,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Non Communicable Diseases, Family Planning, Nutrition",6,,,,,No,,,,,,5,,1,,,,,,,,1
04/18/1/2/2/0003,82436935,82436935,,,2000-11-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 HOURS,Anambra,Onitsha South,Fegge ward 1,"Along  Ziks Avenue  road  ,fegge",,6.77903,6.13746,0806-417-0301,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Immunization, Non Communicable Diseases, Intensive Care Services , Communicable Diseases, Child Survival, Nutrition, Health Education and Community Mobilization",30,Yes,,Yes,,No,2,,,2,,11,,,,,2,,,,,2
04/18/1/1/1/0004,64300841,64300841,,,2008-11-13,Public,Local Government,Primary,Health Post,"Monday,Wednesday,Thursday,Friday,Saturday",9hrs,Anambra,Onitsha South,Fegge ward 1,Inside methodist church,,6.781,6.13572,0803-685-2101,,,,Operational,Unknown,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, Non Communicable Diseases, Family Planning, Communicable Diseases, Child Survival, Nutrition, Health Education and Community Mobilization",1,,,,,No,,,,,,,,,,,,1,2,,,
04/18/1/1/1/0009,30691650,30691650,,,2006-08-11,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",9hrs,Anambra,Onitsha South,Fegge ward 1,Inside Redeemption  church,,6.77734,6.133574,0803-710-6838,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Child Survival, Nutrition, Health Education and Community Mobilization",,,,,,No,,,,,,,,,,,,,2,,,
04/18/1/1/1/0028,59733627,59733627,,,2019-12-06,Public,Local Government,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday",,Anambra,Onitsha South,Fegge ward 1,INSIDE ST FAITH ANGLICAN CHURCH FEGGE,,6.781491,6.133798,0806-388-3578,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Hepatitis, Nutrition",,No,No,No,No,No,,,,,,,,,,,,,2,,,
04/18/1/1/2/0004,59881189,59881189,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Anambra,Onitsha South,Fegge ward 3,"No 21 ZIKS  Avenue fegge, onitsha south",,6.77969,6.13764,0809-576-776_,0806-281-6482,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",21,Yes,,Yes,,No,2,2,,2,,11,,1,,3,2,,,,,2
04/18/1/2/2/0023,15301461,15301461,,,1987-12-02,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Onitsha South,Fegge ward 3,NO 39 ZIKS AVENUE FEGGE,,6.77934,6.13371,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Non Communicable Diseases, Communicable Diseases, Accidents and Emergency",8,No,No,No,No,No,2,,1,2,1,,,,,,,,2,,,4
04/18/1/2/2/0027,14339614,14339614,,,1983-12-03,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Anambra,Onitsha South,Fegge ward 3,No 12 Uzodonma Street Fegge,,6.78092,6.13691,,,,,Operational,,Licensed,Yes,Yes,,,,,,"Non Communicable Diseases, Accidents and Emergency, Nutrition",20,Yes,No,Yes,No,No,3,,2,,,3,,3,2,,,,,,,4
04/18/1/1/2/0007,15551960,15551960,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Onitsha South,Fegge ward 4,No 16 Arondizuogu street fegge,,6.177466,6.142493,0805-903-2089,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Non Communicable Diseases, Communicable Diseases, Nutrition, Health Education and Community Mobilization",12,,,,,No,1,,,1,,,,1,1,,,,3,,,
04/18/1/1/1/0012,38185618,38185618,,,2000-12-02,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Onitsha South,Fegge ward 4,"No 6 Nzekwu Ojudo Street , Fegge",,6.772530,6.142750,0803-958-3173,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Nutrition",7,,,,,No,1,,,,,1,,1,,,,,,,,1
04/18/1/1/1/0019,25879496,25879496,,,2019-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",10 Hours,Anambra,Onitsha South,Fegge ward 4,Inside Ziks Avenue Primary School,,6.77688,6.13821,0813-089-4282,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization",2,,,,,No,,,,,,,,,,,,,2,,,1
04/18/1/1/1/0002,15230527,15230527,,,2019-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Thursday,Friday",10 hours,Anambra,Onitsha South,Odoakpu 4,No3 Pam Pam,,6.781077,6.149046,,,,,Operational,Registered,Licensed,Yes,,,,,,,,1,,,,,No,,,,,,,,1,,,,,2,,,
04/18/1/1/1/0003,34206783,34206783,,,2000-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",9 hours,Anambra,Onitsha South,Odoakpu 4,"Sokoto rd ,  near dwell filling station odoakpu",,6.77641,6.14447,0708-421-9288,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, Non Communicable Diseases, Family Planning, Health Education and Community Mobilization",1,,,,,No,,,,,,,,,,,,,2,,,
